DISTRICT,DATE,POLLULLANT,TYPE,URBAN_AREA,RATIO,ID,Status,MEAN
SANT MARTÍ,2022-03-01,NOX,background,urban,GREEN_AREA_Q4,Extremely High,Regular,48.57536127
HORTA - GUINARDÓ,2022-03-01,NO2,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,25.933580372333335
SANTS - MONTJUÏC,2022-03-01,NO,background,urban,GREEN_AREA_Q2,High,Good,3.4166666666666665
HORTA - GUINARDÓ,2022-03-01,O3,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,61.9464328713141
HORTA - GUINARDÓ,2022-03-01,CO,background,urban,GREEN_AREA_Q1,Moderate,Good,521.4328713141025
NOU BARRIS - SANT ANDREU,2022-03-01,NOX,background,urban,GREEN_AREA_Q3,Extremely High,Regular,49.916666666666664
LES CORTS,2022-03-01,NO2,background,urban,GREEN_AREA_Q2,Low,Good,19.208333333333332
EIXAMPLE,2022-03-01,O3,traffic,urban,GREEN_AREA_Q1,Moderate,Good,56.125
HORTA - GUINARDÓ,2022-03-01,SO2,background,urban,GREEN_AREA_Q1,Moderate,Good,2.107156831770833
SANTS - MONTJUÏC,2022-03-01,NO2,background,urban,GREEN_AREA_Q2,High,Reasonably good,23.916666666666668
SARRIÀ - SANT GERVASI,2022-03-01,NO2,background,suburban,GREEN_AREA_Q1,Low,Good,10.416666666666666
HORTA - GUINARDÓ,2022-03-01,NO,background,urban,GREEN_AREA_Q1,Moderate,Good,4.423580372333333
SARRIÀ - SANT GERVASI,2022-03-01,NO,background,suburban,GREEN_AREA_Q1,Low,Good,1.8333333333333333
CIUTAT VELLA,2022-03-01,NO2,background,urban,GREEN_AREA_Q3,Low,Reasonably good,29.913579347333336
EIXAMPLE,2022-03-01,SO2,traffic,urban,GREEN_AREA_Q1,Moderate,Good,1.5416666666666667
EIXAMPLE,2022-03-01,PM10,traffic,urban,GREEN_AREA_Q1,Moderate,Reasonably good,31.875
LES CORTS,2022-03-01,PM10,background,urban,GREEN_AREA_Q2,Low,Good,16.75
SARRIÀ - SANT GERVASI,2022-03-01,NOX,background,suburban,GREEN_AREA_Q1,Low,Good,12.416666666666666
EIXAMPLE,2022-03-01,NO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,19.166666666666668
NOU BARRIS - SANT ANDREU,2022-03-01,NO,background,urban,GREEN_AREA_Q3,Extremely High,Good,9.625
GRÀCIA,2022-03-01,PM10,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,26.666666666666668
LES CORTS,2022-03-01,SO2,background,urban,GREEN_AREA_Q2,Low,Good,2.2083333333333335
LES CORTS,2022-03-01,PM2.5,background,urban,GREEN_AREA_Q2,Low,Regular,10.083333333333334
LES CORTS,2022-03-01,CO,background,urban,GREEN_AREA_Q2,Low,Good,204.16666666666666
LES CORTS,2022-03-01,O3,background,urban,GREEN_AREA_Q2,Low,Reasonably good,67.58333333333333
NOU BARRIS - SANT ANDREU,2022-03-01,NO2,background,urban,GREEN_AREA_Q3,Extremely High,Reasonably good,34.791666666666664
CIUTAT VELLA,2022-03-01,NOX,background,urban,GREEN_AREA_Q3,Low,Regular,44.403579347333334
CIUTAT VELLA,2022-03-01,NO,background,urban,GREEN_AREA_Q3,Low,Good,10.158579347333335
CIUTAT VELLA,2022-03-01,O3,background,urban,GREEN_AREA_Q3,Low,Good,50.253579347333336
GRÀCIA,2022-03-01,NO2,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,32.166666666666664
GRÀCIA,2022-03-01,NO,traffic,urban,GREEN_AREA_Q4,Low,Good,8.916666666666666
SANT MARTÍ,2022-03-01,NO2,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,30.395361270000006
LES CORTS,2022-03-01,NO,background,urban,GREEN_AREA_Q2,Low,Good,2.875
GRÀCIA,2022-03-01,NOX,traffic,urban,GREEN_AREA_Q4,Low,Regular,45.583333333333336
GRÀCIA,2022-03-01,CO,traffic,urban,GREEN_AREA_Q4,Low,Good,220.83333333333334
HORTA - GUINARDÓ,2022-03-01,NOX,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,31.33358037233333
GRÀCIA,2022-03-01,SO2,traffic,urban,GREEN_AREA_Q4,Low,Good,2.75
SARRIÀ - SANT GERVASI,2022-03-01,PM10,background,suburban,GREEN_AREA_Q1,Low,Reasonably good,20.75
GRÀCIA,2022-03-01,O3,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,62.333333333333336
SANT MARTÍ,2022-03-01,PM10,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,28.602126984375
LES CORTS,2022-03-01,NOX,background,urban,GREEN_AREA_Q2,Low,Reasonably good,23.333333333333332
SANT MARTÍ,2022-03-01,NO,background,urban,GREEN_AREA_Q4,Extremely High,Good,12.30536127
EIXAMPLE,2022-03-01,CO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,416.6666666666667
EIXAMPLE,2022-03-01,NOX,traffic,urban,GREEN_AREA_Q1,Moderate,Unfavorable,73.08333333333333
SARRIÀ - SANT GERVASI,2022-03-01,O3,background,suburban,GREEN_AREA_Q1,Low,Unfavorable,80.75
SANTS - MONTJUÏC,2022-03-01,NOX,background,urban,GREEN_AREA_Q2,High,Reasonably good,28.583333333333332
HORTA - GUINARDÓ,2022-02-28,SO2,background,urban,GREEN_AREA_Q1,Moderate,Good,1.0
EIXAMPLE,2022-02-28,NOX,traffic,urban,GREEN_AREA_Q1,Moderate,Unfavorable,61.0
HORTA - GUINARDÓ,2022-02-28,O3,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,69.08333333333333
SANT MARTÍ,2022-02-28,NOX,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,39.041666666666664
EIXAMPLE,2022-02-28,CO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,308.3333333333333
HORTA - GUINARDÓ,2022-02-28,NOX,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,26.625
NOU BARRIS - SANT ANDREU,2022-02-28,NOX,background,urban,GREEN_AREA_Q3,Extremely High,Regular,45.62718973
SARRIÀ - SANT GERVASI,2022-02-28,PM10,background,suburban,GREEN_AREA_Q1,Low,Good,12.416666666666666
SARRIÀ - SANT GERVASI,2022-02-28,NO2,background,suburban,GREEN_AREA_Q1,Low,Good,8.083333333333334
SARRIÀ - SANT GERVASI,2022-02-28,NOX,background,suburban,GREEN_AREA_Q1,Low,Good,8.625
NOU BARRIS - SANT ANDREU,2022-02-28,NO,background,urban,GREEN_AREA_Q3,Extremely High,Good,5.08218973
LES CORTS,2022-02-28,NO2,background,urban,GREEN_AREA_Q2,Low,Reasonably good,21.5
SARRIÀ - SANT GERVASI,2022-02-28,O3,background,suburban,GREEN_AREA_Q1,Low,Unfavorable,81.79166666666667
NOU BARRIS - SANT ANDREU,2022-02-28,NO2,background,urban,GREEN_AREA_Q3,Extremely High,Reasonably good,39.46218973
SANTS - MONTJUÏC,2022-02-28,NO,background,urban,GREEN_AREA_Q2,High,Good,1.4583333333333333
LES CORTS,2022-02-28,NO,background,urban,GREEN_AREA_Q2,Low,Good,1.9166666666666667
EIXAMPLE,2022-02-28,NO2,traffic,urban,GREEN_AREA_Q1,Moderate,Regular,42.166666666666664
CIUTAT VELLA,2022-02-28,O3,background,urban,GREEN_AREA_Q3,Low,Good,58.541666666666664
GRÀCIA,2022-02-28,CO,traffic,urban,GREEN_AREA_Q4,Low,Good,200.0
SANTS - MONTJUÏC,2022-02-28,NO2,background,urban,GREEN_AREA_Q2,High,Reasonably good,21.958333333333332
GRÀCIA,2022-02-28,SO2,traffic,urban,GREEN_AREA_Q4,Low,Good,2.25
HORTA - GUINARDÓ,2022-02-28,NO,background,urban,GREEN_AREA_Q1,Moderate,Good,2.5416666666666665
EIXAMPLE,2022-02-28,O3,traffic,urban,GREEN_AREA_Q1,Moderate,Good,56.291666666666664
CIUTAT VELLA,2022-02-28,NOX,background,urban,GREEN_AREA_Q3,Low,Reasonably good,35.416666666666664
LES CORTS,2022-02-28,NOX,background,urban,GREEN_AREA_Q2,Low,Reasonably good,23.791666666666668
HORTA - GUINARDÓ,2022-02-28,NO2,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,23.333333333333332
EIXAMPLE,2022-02-28,PM10,traffic,urban,GREEN_AREA_Q1,Moderate,Reasonably good,23.75
CIUTAT VELLA,2022-02-28,NO2,background,urban,GREEN_AREA_Q3,Low,Reasonably good,32.291666666666664
EIXAMPLE,2022-02-28,NO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,12.375
SANT MARTÍ,2022-02-28,NO,background,urban,GREEN_AREA_Q4,Extremely High,Good,4.875
SANT MARTÍ,2022-02-28,PM10,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,21.0
LES CORTS,2022-02-28,SO2,background,urban,GREEN_AREA_Q2,Low,Good,2.0
HORTA - GUINARDÓ,2022-02-28,PM10,background,urban,GREEN_AREA_Q1,Moderate,Good,14.791666666666666
LES CORTS,2022-02-28,O3,background,urban,GREEN_AREA_Q2,Low,Reasonably good,68.04166666666667
GRÀCIA,2022-02-28,NO2,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,36.166666666666664
GRÀCIA,2022-02-28,O3,traffic,urban,GREEN_AREA_Q4,Low,Good,55.416666666666664
LES CORTS,2022-02-28,CO,background,urban,GREEN_AREA_Q2,Low,Good,208.33333333333334
GRÀCIA,2022-02-28,NO,traffic,urban,GREEN_AREA_Q4,Low,Good,6.958333333333333
CIUTAT VELLA,2022-02-28,NO,background,urban,GREEN_AREA_Q3,Low,Good,2.4166666666666665
SANT MARTÍ,2022-02-28,NO2,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,32.0
HORTA - GUINARDÓ,2022-02-28,CO,background,urban,GREEN_AREA_Q1,Moderate,Good,237.5
SARRIÀ - SANT GERVASI,2022-02-28,NO,background,suburban,GREEN_AREA_Q1,Low,Good,1.0833333333333333
EIXAMPLE,2022-02-28,SO2,traffic,urban,GREEN_AREA_Q1,Moderate,Good,1.3333333333333333
GRÀCIA,2022-02-28,NOX,traffic,urban,GREEN_AREA_Q4,Low,Regular,46.333333333333336
LES CORTS,2022-02-28,PM10,background,urban,GREEN_AREA_Q2,Low,Good,8.75
LES CORTS,2022-02-28,PM2.5,background,urban,GREEN_AREA_Q2,Low,Good,4.041666666666667
SANTS - MONTJUÏC,2022-02-28,NOX,background,urban,GREEN_AREA_Q2,High,Reasonably good,24.041666666666668
LES CORTS,2022-02-27,NO2,background,urban,GREEN_AREA_Q2,Low,Reasonably good,20.083333333333332
EIXAMPLE,2022-02-27,NOX,traffic,urban,GREEN_AREA_Q1,Moderate,Unfavorable,67.625
GRÀCIA,2022-02-27,SO2,traffic,urban,GREEN_AREA_Q4,Low,Good,2.25
GRÀCIA,2022-02-27,NO2,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,34.083333333333336
CIUTAT VELLA,2022-02-27,NO2,background,urban,GREEN_AREA_Q3,Low,Reasonably good,29.666666666666668
HORTA - GUINARDÓ,2022-02-27,PM10,background,urban,GREEN_AREA_Q1,Moderate,Good,15.458333333333334
HORTA - GUINARDÓ,2022-02-27,NO,background,urban,GREEN_AREA_Q1,Moderate,Good,5.083333333333333
NOU BARRIS - SANT ANDREU,2022-02-27,NO2,background,urban,GREEN_AREA_Q3,Extremely High,Reasonably good,33.333333333333336
SANTS - MONTJUÏC,2022-02-27,NO2,background,urban,GREEN_AREA_Q2,High,Reasonably good,26.25
EIXAMPLE,2022-02-27,NO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,13.708333333333334
GRÀCIA,2022-02-27,PM10,traffic,urban,GREEN_AREA_Q4,Low,Good,19.45921814551282
HORTA - GUINARDÓ,2022-02-27,NOX,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,38.291666666666664
GRÀCIA,2022-02-27,NOX,traffic,urban,GREEN_AREA_Q4,Low,Regular,40.375
LES CORTS,2022-02-27,PM10,background,urban,GREEN_AREA_Q2,Low,Good,8.541666666666666
SARRIÀ - SANT GERVASI,2022-02-27,NOX,background,suburban,GREEN_AREA_Q1,Low,Good,7.25
SARRIÀ - SANT GERVASI,2022-02-27,NO2,background,suburban,GREEN_AREA_Q1,Low,Good,6.541666666666667
GRÀCIA,2022-02-27,CO,traffic,urban,GREEN_AREA_Q4,Low,Good,200.0
HORTA - GUINARDÓ,2022-02-27,SO2,background,urban,GREEN_AREA_Q1,Moderate,Good,1.0
SARRIÀ - SANT GERVASI,2022-02-27,O3,background,suburban,GREEN_AREA_Q1,Low,Unfavorable,82.66666666666667
CIUTAT VELLA,2022-02-27,O3,background,urban,GREEN_AREA_Q3,Low,Good,48.916666666666664
SANT MARTÍ,2022-02-27,PM10,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,23.208333333333332
CIUTAT VELLA,2022-02-27,NOX,background,urban,GREEN_AREA_Q3,Low,Reasonably good,33.875
NOU BARRIS - SANT ANDREU,2022-02-27,NO,background,urban,GREEN_AREA_Q3,Extremely High,Good,2.5
EIXAMPLE,2022-02-27,NO2,traffic,urban,GREEN_AREA_Q1,Moderate,Regular,46.75
NOU BARRIS - SANT ANDREU,2022-02-27,NOX,background,urban,GREEN_AREA_Q3,Extremely High,Reasonably good,37.375
HORTA - GUINARDÓ,2022-02-27,O3,background,urban,GREEN_AREA_Q1,Moderate,Good,56.916666666666664
EIXAMPLE,2022-02-27,O3,traffic,urban,GREEN_AREA_Q1,Moderate,Good,45.208333333333336
GRÀCIA,2022-02-27,O3,traffic,urban,GREEN_AREA_Q4,Low,Good,49.833333333333336
LES CORTS,2022-02-27,NOX,background,urban,GREEN_AREA_Q2,Low,Reasonably good,22.416666666666668
LES CORTS,2022-02-27,O3,background,urban,GREEN_AREA_Q2,Low,Good,57.125
LES CORTS,2022-02-27,NO,background,urban,GREEN_AREA_Q2,Low,Good,1.6666666666666667
SANT MARTÍ,2022-02-27,NOX,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,33.916666666666664
CIUTAT VELLA,2022-02-27,NO,background,urban,GREEN_AREA_Q3,Low,Good,3.2083333333333335
HORTA - GUINARDÓ,2022-02-27,NO2,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,30.75
SANTS - MONTJUÏC,2022-02-27,NOX,background,urban,GREEN_AREA_Q2,High,Reasonably good,29.833333333333332
SANTS - MONTJUÏC,2022-02-27,NO,background,urban,GREEN_AREA_Q2,High,Good,2.6666666666666665
LES CORTS,2022-02-27,SO2,background,urban,GREEN_AREA_Q2,Low,Good,2.0
EIXAMPLE,2022-02-27,PM10,traffic,urban,GREEN_AREA_Q1,Moderate,Reasonably good,25.75
LES CORTS,2022-02-27,PM2.5,background,urban,GREEN_AREA_Q2,Low,Good,4.791666666666667
EIXAMPLE,2022-02-27,CO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,220.83333333333334
SANT MARTÍ,2022-02-27,NO,background,urban,GREEN_AREA_Q4,Extremely High,Good,2.875
SARRIÀ - SANT GERVASI,2022-02-27,NO,background,suburban,GREEN_AREA_Q1,Low,Good,1.0
SARRIÀ - SANT GERVASI,2022-02-27,PM10,background,suburban,GREEN_AREA_Q1,Low,Good,15.583333333333334
LES CORTS,2022-02-27,CO,background,urban,GREEN_AREA_Q2,Low,Good,237.5
EIXAMPLE,2022-02-27,SO2,traffic,urban,GREEN_AREA_Q1,Moderate,Good,1.375
HORTA - GUINARDÓ,2022-02-27,CO,background,urban,GREEN_AREA_Q1,Moderate,Good,241.66666666666666
SANT MARTÍ,2022-02-27,NO2,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,29.875
GRÀCIA,2022-02-27,NO,traffic,urban,GREEN_AREA_Q4,Low,Good,4.166666666666667
SANT MARTÍ,2022-02-26,PM10,background,urban,GREEN_AREA_Q4,Extremely High,Good,17.791666666666668
GRÀCIA,2022-02-26,CO,traffic,urban,GREEN_AREA_Q4,Low,Good,200.0
SARRIÀ - SANT GERVASI,2022-02-26,NO,background,suburban,GREEN_AREA_Q1,Low,Good,1.0416666666666667
CIUTAT VELLA,2022-02-26,NOX,background,urban,GREEN_AREA_Q3,Low,Good,15.458333333333334
LES CORTS,2022-02-26,NO,background,urban,GREEN_AREA_Q2,Low,Good,1.375
HORTA - GUINARDÓ,2022-02-26,SO2,background,urban,GREEN_AREA_Q1,Moderate,Good,1.0
EIXAMPLE,2022-02-26,SO2,traffic,urban,GREEN_AREA_Q1,Moderate,Good,1.0
SANTS - MONTJUÏC,2022-02-26,NOX,background,urban,GREEN_AREA_Q2,High,Good,19.916666666666668
LES CORTS,2022-02-26,O3,background,urban,GREEN_AREA_Q2,Low,Good,55.333333333333336
HORTA - GUINARDÓ,2022-02-26,CO,background,urban,GREEN_AREA_Q1,Moderate,Good,220.83333333333334
LES CORTS,2022-02-26,NOX,background,urban,GREEN_AREA_Q2,Low,Good,18.583333333333332
LES CORTS,2022-02-26,SO2,background,urban,GREEN_AREA_Q2,Low,Good,2.0
HORTA - GUINARDÓ,2022-02-26,O3,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,61.875
HORTA - GUINARDÓ,2022-02-26,NO,background,urban,GREEN_AREA_Q1,Moderate,Good,1.5
LES CORTS,2022-02-26,PM2.5,background,urban,GREEN_AREA_Q2,Low,Reasonably good,6.166666666666667
GRÀCIA,2022-02-26,NO2,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,23.166666666666668
HORTA - GUINARDÓ,2022-02-26,NOX,background,urban,GREEN_AREA_Q1,Moderate,Good,17.291666666666668
SANTS - MONTJUÏC,2022-02-26,NO,background,urban,GREEN_AREA_Q2,High,Good,1.5
EIXAMPLE,2022-02-26,O3,traffic,urban,GREEN_AREA_Q1,Moderate,Good,54.75
GRÀCIA,2022-02-26,NOX,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,28.875
EIXAMPLE,2022-02-26,PM10,traffic,urban,GREEN_AREA_Q1,Moderate,Reasonably good,22.916666666666668
CIUTAT VELLA,2022-02-26,NO,background,urban,GREEN_AREA_Q3,Low,Good,1.2083333333333333
SANT MARTÍ,2022-02-26,NO2,background,urban,GREEN_AREA_Q4,Extremely High,Good,16.375
SARRIÀ - SANT GERVASI,2022-02-26,O3,background,suburban,GREEN_AREA_Q1,Low,Reasonably good,65.04166666666667
SARRIÀ - SANT GERVASI,2022-02-26,NO2,background,suburban,GREEN_AREA_Q1,Low,Good,9.791666666666666
GRÀCIA,2022-02-26,PM10,traffic,urban,GREEN_AREA_Q4,Low,Good,18.5
EIXAMPLE,2022-02-26,NO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,9.791666666666666
LES CORTS,2022-02-26,PM10,background,urban,GREEN_AREA_Q2,Low,Good,11.291666666666666
SARRIÀ - SANT GERVASI,2022-02-26,NOX,background,suburban,GREEN_AREA_Q1,Low,Good,10.25
SARRIÀ - SANT GERVASI,2022-02-26,PM10,background,suburban,GREEN_AREA_Q1,Low,Good,15.625
GRÀCIA,2022-02-26,SO2,traffic,urban,GREEN_AREA_Q4,Low,Good,2.0
HORTA - GUINARDÓ,2022-02-26,NO2,background,urban,GREEN_AREA_Q1,Moderate,Good,15.833333333333334
GRÀCIA,2022-02-26,NO,traffic,urban,GREEN_AREA_Q4,Low,Good,3.875
EIXAMPLE,2022-02-26,NOX,traffic,urban,GREEN_AREA_Q1,Moderate,Regular,46.291666666666664
GRÀCIA,2022-02-26,O3,traffic,urban,GREEN_AREA_Q4,Low,Good,54.791666666666664
CIUTAT VELLA,2022-02-26,O3,background,urban,GREEN_AREA_Q3,Low,Good,59.25
SANT MARTÍ,2022-02-26,NO,background,urban,GREEN_AREA_Q4,Extremely High,Good,1.6666666666666667
SANTS - MONTJUÏC,2022-02-26,NO2,background,urban,GREEN_AREA_Q2,High,Good,18.25
HORTA - GUINARDÓ,2022-02-26,PM10,background,urban,GREEN_AREA_Q1,Moderate,Good,15.25
EIXAMPLE,2022-02-26,NO2,traffic,urban,GREEN_AREA_Q1,Moderate,Reasonably good,31.541666666666668
CIUTAT VELLA,2022-02-26,NO2,background,urban,GREEN_AREA_Q3,Low,Good,14.916666666666666
LES CORTS,2022-02-26,CO,background,urban,GREEN_AREA_Q2,Low,Good,250.0
LES CORTS,2022-02-26,NO2,background,urban,GREEN_AREA_Q2,Low,Good,16.958333333333332
EIXAMPLE,2022-02-26,CO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,229.16666666666666
SANT MARTÍ,2022-02-26,NOX,background,urban,GREEN_AREA_Q4,Extremely High,Good,18.541666666666668
GRÀCIA,2022-02-25,CO,traffic,urban,GREEN_AREA_Q4,Low,Good,229.16666666666666
EIXAMPLE,2022-02-25,CO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,312.5
HORTA - GUINARDÓ,2022-02-25,CO,background,urban,GREEN_AREA_Q1,Moderate,Good,208.33333333333334
HORTA - GUINARDÓ,2022-02-25,SO2,background,urban,GREEN_AREA_Q1,Moderate,Good,1.0
GRÀCIA,2022-02-25,SO2,traffic,urban,GREEN_AREA_Q4,Low,Good,2.1666666666666665
SANT MARTÍ,2022-02-25,NOX,background,urban,GREEN_AREA_Q4,Extremely High,Unfavorable,52.25
GRÀCIA,2022-02-25,O3,traffic,urban,GREEN_AREA_Q4,Low,Good,31.875
CIUTAT VELLA,2022-02-25,NOX,background,urban,GREEN_AREA_Q3,Low,Unfavorable,57.5
EIXAMPLE,2022-02-25,NOX,traffic,urban,GREEN_AREA_Q1,Moderate,Unfavorable,96.45833333333333
GRÀCIA,2022-02-25,NO,traffic,urban,GREEN_AREA_Q4,Low,Good,15.041666666666666
EIXAMPLE,2022-02-25,SO2,traffic,urban,GREEN_AREA_Q1,Moderate,Good,1.3333333333333333
SANT MARTÍ,2022-02-25,NO2,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,33.625
SARRIÀ - SANT GERVASI,2022-02-25,PM10,background,suburban,GREEN_AREA_Q1,Low,Good,16.75
LES CORTS,2022-02-25,O3,background,urban,GREEN_AREA_Q2,Low,Good,43.333333333333336
SANTS - MONTJUÏC,2022-02-25,NOX,background,urban,GREEN_AREA_Q2,High,Regular,40.666666666666664
GRÀCIA,2022-02-25,NOX,traffic,urban,GREEN_AREA_Q4,Low,Unfavorable,70.20833333333333
LES CORTS,2022-02-25,NO,background,urban,GREEN_AREA_Q2,Low,Good,2.875
HORTA - GUINARDÓ,2022-02-25,NOX,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,31.916666666666668
NOU BARRIS - SANT ANDREU,2022-02-25,NOX,background,urban,GREEN_AREA_Q3,Extremely High,Unfavorable,50.708333333333336
SANTS - MONTJUÏC,2022-02-25,NO,background,urban,GREEN_AREA_Q2,High,Good,4.375
SARRIÀ - SANT GERVASI,2022-02-25,NO2,background,suburban,GREEN_AREA_Q1,Low,Good,11.166666666666666
CIUTAT VELLA,2022-02-25,O3,background,urban,GREEN_AREA_Q3,Low,Good,32.666666666666664
LES CORTS,2022-02-25,SO2,background,urban,GREEN_AREA_Q2,Low,Good,1.9583333333333333
CIUTAT VELLA,2022-02-25,NO2,background,urban,GREEN_AREA_Q3,Low,Reasonably good,39.208333333333336
HORTA - GUINARDÓ,2022-02-25,PM10,background,urban,GREEN_AREA_Q1,Moderate,Good,17.583333333333332
GRÀCIA,2022-02-25,PM10,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,24.541666666666668
HORTA - GUINARDÓ,2022-02-25,NO,background,urban,GREEN_AREA_Q1,Moderate,Good,3.4583333333333335
EIXAMPLE,2022-02-25,NO,traffic,urban,GREEN_AREA_Q1,Moderate,Reasonably good,26.916666666666668
LES CORTS,2022-02-25,NOX,background,urban,GREEN_AREA_Q2,Low,Reasonably good,29.0
SARRIÀ - SANT GERVASI,2022-02-25,NOX,background,suburban,GREEN_AREA_Q1,Low,Good,12.208333333333334
LES CORTS,2022-02-25,PM2.5,background,urban,GREEN_AREA_Q2,Low,Reasonably good,8.583333333333334
GRÀCIA,2022-02-25,NO2,traffic,urban,GREEN_AREA_Q4,Low,Regular,47.208333333333336
SANTS - MONTJUÏC,2022-02-25,NO2,background,urban,GREEN_AREA_Q2,High,Reasonably good,34.208333333333336
LES CORTS,2022-02-25,NO2,background,urban,GREEN_AREA_Q2,Low,Reasonably good,25.291666666666668
SARRIÀ - SANT GERVASI,2022-02-25,NO,background,suburban,GREEN_AREA_Q1,Low,Good,1.0833333333333333
CIUTAT VELLA,2022-02-25,NO,background,urban,GREEN_AREA_Q3,Low,Good,12.291666666666666
EIXAMPLE,2022-02-25,O3,traffic,urban,GREEN_AREA_Q1,Moderate,Good,27.791666666666668
EIXAMPLE,2022-02-25,PM10,traffic,urban,GREEN_AREA_Q1,Moderate,Reasonably good,35.208333333333336
LES CORTS,2022-02-25,CO,background,urban,GREEN_AREA_Q2,Low,Good,225.0
HORTA - GUINARDÓ,2022-02-25,O3,background,urban,GREEN_AREA_Q1,Moderate,Good,50.541666666666664
HORTA - GUINARDÓ,2022-02-25,NO2,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,26.875
SANT MARTÍ,2022-02-25,PM10,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,34.5
SARRIÀ - SANT GERVASI,2022-02-25,O3,background,suburban,GREEN_AREA_Q1,Low,Reasonably good,66.08333333333333
NOU BARRIS - SANT ANDREU,2022-02-25,NO2,background,urban,GREEN_AREA_Q3,Extremely High,Reasonably good,39.291666666666664
LES CORTS,2022-02-25,PM10,background,urban,GREEN_AREA_Q2,Low,Good,13.416666666666666
SANT MARTÍ,2022-02-25,NO,background,urban,GREEN_AREA_Q4,Extremely High,Good,12.375
EIXAMPLE,2022-02-25,NO2,traffic,urban,GREEN_AREA_Q1,Moderate,Unfavorable,55.416666666666664
NOU BARRIS - SANT ANDREU,2022-02-25,NO,background,urban,GREEN_AREA_Q3,Extremely High,Good,7.208333333333333
EIXAMPLE,2022-02-24,PM10,traffic,urban,GREEN_AREA_Q1,Moderate,Reasonably good,35.958333333333336
GRÀCIA,2022-02-24,NO2,traffic,urban,GREEN_AREA_Q4,Low,Regular,43.708333333333336
GRÀCIA,2022-02-24,PM10,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,25.166666666666668
SANTS - MONTJUÏC,2022-02-24,NOX,background,urban,GREEN_AREA_Q2,High,Regular,43.583333333333336
LES CORTS,2022-02-24,PM10,background,urban,GREEN_AREA_Q2,Low,Good,13.708333333333334
CIUTAT VELLA,2022-02-24,NO,background,urban,GREEN_AREA_Q3,Low,Good,11.666666666666666
SARRIÀ - SANT GERVASI,2022-02-24,NO2,background,suburban,GREEN_AREA_Q1,Low,Good,11.166666666666666
EIXAMPLE,2022-02-24,SO2,traffic,urban,GREEN_AREA_Q1,Moderate,Good,1.25
SANT MARTÍ,2022-02-24,NO2,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,39.333333333333336
LES CORTS,2022-02-24,NO,background,urban,GREEN_AREA_Q2,Low,Good,5.291666666666667
HORTA - GUINARDÓ,2022-02-24,SO2,background,urban,GREEN_AREA_Q1,Moderate,Good,1.0
HORTA - GUINARDÓ,2022-02-24,NO,background,urban,GREEN_AREA_Q1,Moderate,Good,11.541666666666666
SARRIÀ - SANT GERVASI,2022-02-24,PM10,background,suburban,GREEN_AREA_Q1,Low,Good,19.166666666666668
CIUTAT VELLA,2022-02-24,O3,background,urban,GREEN_AREA_Q3,Low,Good,38.291666666666664
SANT MARTÍ,2022-02-24,NO,background,urban,GREEN_AREA_Q4,Extremely High,Good,15.75
SANTS - MONTJUÏC,2022-02-24,NO2,background,urban,GREEN_AREA_Q2,High,Reasonably good,33.958333333333336
HORTA - GUINARDÓ,2022-02-24,NO2,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,36.0
